keyword,keyword_id,movie_id
"answering machine",1947,6933
"dying and death",3737,6933
"victim",4399,6933
"death of a friend",4959,6933
"sms",5426,6933
"asthma",5504,6933
"friendship",6054,6933
"police",6149,6933
"delusion",6262,6933
"remake",9714,6933
"cowardliness",13001,6933
"train",13008,6933
"rape",570,17182
"gun",1419,17182
"self-defense",2801,17182
"grieving parents",204959,17182
"infidelity",1326,8848
"subway",1552,8848
"car dealer",1874,8848
"vault",1953,8848
"mannequin",2863,8848
"bahamas",3345,8848
"strip club",3688,8848
"wife",4183,8848
"offer",4891,8848
"photography",6025,8848
"london underground",7033,8848
"based on true story",9672,8848
"extortion",11259,8848
"double cross",33456,8848
"walkie talkie",33553,8848
"railway station",163865,8848
"jackhammer",167467,8848
"political corruption",181659,8848
"bank heist",191845,8848
"cabinet officer",226410,8848
"corrupt policeman",226411,8848
"deja vu",563,38
"regret",802,38
"jealousy",931,38
"amnesia",1453,38
"dream",1566,38
"operation",1604,38
"relationship problems",5625,38
"love",9673,38
"memory",10937,38
"brainwashing",12400,38
"relationship",14534,38
"heartbreak",34265,38
"nonlinear timeline",157171,38
"love story",204374,38
"bittersweet",224279,38
"brother sister relationship",1155,38303
"marriage",6038,38303
"bully",10624,38303
"duringcreditsstinger",179431,38303
"police",6149,1266
"los angeles",12670,1266
"end of the world",10150,107985
"apocalypse",12332,107985
"trilogy",33452,107985
"homage",172514,107985
"california",387,14043
"detective",703,14043
"based on novel",818,14043
"dream",1566,14043
"kidnapping",1930,14043
"chase",3713,14043
"party",8508,14043
"murder",9826,14043
"rescue",10084,14043
"escape",10685,14043
"hollywood",12396,14043
"teenager",13130,14043
"explosion",14601,14043
"surveillance",18420,14043
"flashback",187844,14043
"female nudity",293,19901
"sunrise",813,19901
"waitress",828,19901
"experiment",1706,19901
"rain",2217,19901
"sunlight",2725,19901
"vampire",3133,19901
"dystopia",4565,19901
"beautiful woman",9767,19901
"slow motion scene",9855,19901
"undead",10327,19901
"decapitation",11181,19901
"scientist",14760,19901
"epidemic",17995,19901
"night creatures",233706,19901
"confidence",2246,34016
"romantic comedy",9799,34016
"dating",13043,34016
"insecurity",15320,34016
"airport security",40854,34016
"unlikely lovers",167576,34016
"twenty something",169152,34016
"duringcreditsstinger",179431,34016
"monte carlo",660,59860
"mistaken identity",10325,59860
"look-alike",11200,59860
"young woman",14712,59860
"texan",14733,59860
"american abroad",34061,59860
"video game",282,10069
"hacker",2157,10069
"virtual reality",4563,10069
"virtual fight",5380,10069
"baroness",5878,10069
"australian",3094,9588
"chase",3713,9588
"wolf",1994,12819
"arranged marriage",2692,12819
"forbidden love",3691,12819
"road trip",7312,12819
"park",14798,12819
"park ranger",15263,12819
"howling",15265,12819
"social status",15266,12819
"magic",2343,9954
"male friendship",3230,9954
"college",3616,9954
"supernatural powers",4769,9954
"teenager",13130,9954
"gymnastics",650,10115
"trainer",1482,10115
"puberty",1525,10115
"training",4613,10115
"sport",6075,10115
"teenager",13130,10115
"woman director",187056,10115
"adultery",596,577
"winter",1442,577
"obsession",1523,577
"television",2136,577
"new hampshire",6018,577
"narcissistic personality disorder",208477,577
"based on novel",818,328387
"technology",1576,328387
"internet",11615,328387
"hacking",12361,328387
"teenager",13130,328387
"new york city",14512,328387
"game",18249,328387
"adaptation",186846,328387
"dare",201871,328387
"cellphone video",212562,328387
"based on young adult novel",223438,328387
"smartphone",229980,328387
"taking a risk",235098,328387
"small town",1415,12690
"rancher",14574,12690
"based on novel",818,9945
"new mexico",1508,9945
"party",8508,9945
"vampire hunter",9259,9945
"revenge",9748,9945
"priest",10093,9945
"church",14765,9945
"skull",15084,9945
"team",34051,9945
"crucifix",41380,9945
"cross",41511,9945
"relic",161935,9945
"vampire slayer",166720,9945
"turning into a vampire",178159,9945
"drinking blood",224795,9945
"hotel",612,539
"clerk",1443,539
"arizona",1859,539
"shower",1879,539
"rain",2217,539
"motel",2669,539
"money",10594,539
"secretary",11677,539
"corpse",13092,539
"murderer",13112,539
"theft",14604,539
"private detective",155790,539
"proto-slasher",233450,539
"date",248,13596
"sex",572,13596
"bar",1010,13596
"test",4394,13596
"friendship",6054,13596
"insult",6060,13596
"stripper",6593,13596
"blonde",6946,13596
"liar",9468,13596
"wedding",13027,13596
"lap dance",14595,13596
"duringcreditsstinger",179431,13596
"teenage romance",188237,226857
"grandmother granddaughter relationship",5987,13159
"promiscuity",10505,13159
"mother daughter relationship",10707,13159
"summer",13088,13159
"teenager",13130,13159
"rural",18255,13159
"veterinary clinic",187536,13159
"rebellious teenager",208703,13159
"moon",305,526
"monk",345,526
"swordplay",1400,526
"bishop",2637,526
"cathedral",2638,526
"falcon",2639,526
"twilight",2640,526
"solar eclipse",2642,526
"thief",9727,526
"illegitimate son",183886,22796
"woman director",187056,14299
"confidence",2246,2355
"trauma",2754,2355
"leaving one's family",2982,2355
"childhood memory",3321,2355
"airplane",3800,2355
"war on terror",5597,2355
"music",6027,2355
"loss of daughter",6381,2355
"alone",6511,2355
"cowardliness",13001,2355
"family",18035,2355
"male nudity",255,5915
"parents kids relationship",970,5915
"camping",1890,5915
"cutting the cord",2630,5915
"self-discovery",2796,5915
"wilderness",3593,5915
"biography",5565,5915
"based on true story",9672,5915
"pubic hair",9772,5915
"alaska",9880,5915
"journey",189092,5915
"date",248,9842
"competition",271,9842
"lovesickness",725,9842
"mentor",1310,9842
"traffic policeman",154781,9842
"female protagonist",11322,61012
"another dimension",12446,61012
"based on video game",41645,61012
"mall",157690,61012
"occult ritual",177872,61012
"dark carnival",177875,61012
"occult torture",177877,61012
"aftercreditsstinger",179430,61012
"3d",209714,61012
"dancing",246,755
"brother brother relationship",380,755
"sexual obsession",459,755
"showdown",797,755
"sheriff",798,755
"eroticism",1664,755
"nudity",2483,755
"bank robber",2492,755
"vampire",3133,755
"holy water",3649,755
"siege",4063,755
"stripper",6593,755
"priest",10093,755
"explosion",14601,755
"extreme violence",14687,755
"bank robbery",15363,755
"preacher",18072,755
"hostage situation",18233,755
"crucifix",41380,755
"recreational vehicle",163795,755
"blood spurting",167664,755
"convenience store",168152,755
"female vampire",174878,755
"mexican american border",188711,755
"nightclub entertainer",191441,755
"boa constrictor",227811,755
"baltimore",2672,9089
"thanksgiving",4543,9089
"family clan",7629,9089
"family conflict",155294,9089
"generations conflict",171760,9089
"woman director",187056,9089
"kung fu",780,9470
"magic",2343,9470
"mafia",10391,9470
"defense",11032,9470
"gangster",13142,9470
"policeman",33699,9470
"anarchic comedy",236316,9470
"human animal relationship",2526,18357
"musical",4344,18357
"clowning",4507,18357
"bear",10468,18357
"social satire",11514,18357
"aftercreditsstinger",179430,18357
"duringcreditsstinger",179431,18357
"1970s",1228,7979
"afghanistan",3541,7979
"hang gliding",6650,7979
"war in afghanistan",7158,7979
"taliban",7955,7979
"cowardice",7956,7979
"best friend",12392,7979
"cowardliness",13001,7979
"child",208349,7979
"life and death",314,470
"transplantation",741,470
"suicide attempt",1252,470
"desperation",1333,470
"loss of family",1465,470
"ex-detainee",1591,470
"sadness",1647,470
"rage and hate",3927,470
"car crash",9844,470
"independent film",10183,15644
"infidelity",1326,9582
"bachelor",1338,9582
"blackmail",1936,9582
"fantasy",2486,9582
"truth",6256,9582
"party",8508,9582
"liar",9468,9582
"friends",9713,9582
"misunderstanding",12541,9582
"wedding",13027,9582
"fianc\u00e9e",208764,9582
"college",3616,10642
"lost and found",178226,10642
"older brother younger sister",178229,10642
"woman director",187056,10642
"young adult",206298,10642
"college student",207844,10642
"usa",279,22074
"capitalism",592,22074
"capitalist",2110,22074
"wall street",5636,22074
"criticism and blame",6050,22074
"banking",6126,22074
"money",10594,22074
"economics",14737,22074
"corporation",188950,22074
"jesus christ",2974,2428
"biography",5565,2428
"epic",6917,2428
"fbi",1812,290751
"missing child",156948,290751
"natural disaster",5096,13805
"violence",14819,13805
"mortal danger",156240,13805
"duringcreditsstinger",179431,13805
"robbery",642,4597
"homeless person",960,4597
"bank",974,4597
"armored car",4898,4597
"truck",9276,4597
"heist",10051,4597
"london england",212,9414
"bomb",258,9414
"brother brother relationship",380,9414
"helicopter",720,9414
"based on novel",818,9414
"bank",974,9414
"tv show",2571,9414
"theatre milieu",6034,9414
"mistaken identity",10325,9414
"escape",10685,9414
"agent",33705,9414
"based on novel",818,171274
"1970s",1228,171274
"private investigator",11168,171274
"smoking marijuana",11492,171274
"los angeles",12670,171274
"1960s",208992,171274
"based on novel",818,63492
"loser",3090,63492
"magazine",4620,63492
"womanizer",9094,63492
"mission",10364,63492
"search",11112,63492
"boyfriend",156478,63492
"husband",162271,63492
"fired",202429,63492
"past relationship",224876,63492
"usa president",840,81796
"anti hero",2095,81796
"dementia",2689,81796
"future",2964,81796
"space",9882,81796
"convict",15234,81796
"interrogation",15271,81796
"space station",156039,81796
"collision in space",190004,81796
"year 2079",190005,81796
"jealousy",931,10710
"inventor",1436,10710
"neighbor",10226,10710
"best friend",12392,10710
"milliionaire",13025,10710
"dog",15162,10710
"envy",155624,10710
"golden egg",159496,10710
"female nudity",293,15092
"prostitute",549,15092
"horse race",643,15092
"heart",2860,15092
"strip club",3688,15092
"electric shock",5157,15092
"godzilla",7671,15092
"sequel",9663,15092
"tourette syndrome",10217,15092
"gang",10726,15092
"shootout",10950,15092
"public sex",11512,15092
"cigarette smoking",11732,15092
"mansion",12545,15092
"electrocution",13040,15092
"foot chase",14967,15092
"surgery",157959,15092
"taser",160868,15092
"duringcreditsstinger",179431,15092
"flashback",187844,15092
"absurdism",214655,15092
"ultraviolence",226738,15092
"lover (female)",1808,11382
"talent",2276,11382
"mafia boss",6220,11382
"author",10818,11382
"based on novel",818,15005
"persia",1241,15005
"queen",2011,15005
"esther",10345,15005
"terror",321,8198
"journalist",736,8198
"lover (female)",1808,8198
"saigon",4119,8198
"indochina",7983,8198
"new york",242,6963
"chicago",520,6963
"midlife crisis",1599,6963
"television",2136,6963
"daughter",5600,6963
"father",5905,6963
"weatherman",6340,6963
"terminal illness",6564,6963
"wettermann",7832,6963
"sport",6075,15070
"dying and death",3737,12797
"misanthrope",9622,12797
"lecture",156181,12797
"cardiopulmonery resuscitation",186382,12797
"police",6149,17134
"cops",8233,17134
"cat and mouse",15076,17134
"family",18035,17134
"revenge drama",210347,17134
"vampire",3133,41402
"child vampire",9668,41402
"remake",9714,41402
"bully",10624,41402
"young boy",11336,41402
"biting",15208,41402
"dead boy",15209,41402
"hammer horror",155730,41402
"1980s",208289,41402
"paris",90,9716
"venice",110,9716
"adultery",596,9716
"robbery",642,9716
"lovesickness",725,9716
"dancer",733,9716
"airport",822,9716
"broken engagement",978,9716
"infidelity",1326,9716
"montmartre",1407,9716
"winter",1442,9716
"marriage proposal",1459,9716
"new love",1605,9716
"restaurant",1946,9716
"gondola",3282,9716
"halloween",3335,9716
"racehorse",3525,9716
"lover",4320,9716
"musical",4344,9716
"grandfather",4412,9716
"thanksgiving",4543,9716
"senility",4992,9716
"tourist",5159,9716
"jogging",6921,9716
"atheist",8778,9716
"dysfunctional family",10041,9716
"independent film",10183,9716
"family relationships",10235,9716
"mistaken identity",10325,9716
"wealth",10329,9716
"redemption",11436,9716
"unfaithfulness",11510,9716
"hospital",11612,9716
"lingerie slip",12372,9716
"escaped convict",12414,9716
"singing",12990,9716
"maid",13097,9716
"new york city",14512,9716
"divorce",15160,9716
"urban setting",33556,9716
"christmas eve",33965,9716
"cult film",34117,9716
"waiter",40950,9716
"wake",156112,9716
"jewelry store",156237,9716
"unwanted kiss",159876,9716
"funeral home",160322,9716
"central park",161287,9716
"ghost",162846,9716
"opposites attract",165301,9716
"engagement ring",172418,9716
"jumping rope",174116,9716
"autumn",178883,9716
"trick or treating",180193,9716
"flashback",187844,9716
"park avenue",188667,9716
"parolee",190161,9716
"x-ray",197362,9716
"jeweler",199232,9716
"fianc\u00e9e",208764,9716
"underdog",240,18885
"hero",1701,18885
"friendship",6054,18885
"treasure hunt",6956,18885
"friends",9713,18885
"revenge",9748,18885
"rivalry",9823,18885
"good vs evil",10842,18885
"youth",14751,18885
"danger",15017,18885
"escapade",187710,18885
"young heroes",193545,18885
"siblings relations",193546,18885
"vigilantism",193551,18885
"heroic mission",193552,18885
"buddies",206691,18885
"master villain",206694,18885
"master warrior",206695,18885
"contests and competitions",206696,18885
"camcorder",2249,4953
"videoband",3297,4953
"delusion",6262,4953
"nuclear power plant",7321,4953
"video store",34053,4953
"world war ii",1956,10773
"widow",4129,10773
"musical",4344,10773
"theatre milieu",6034,10773
"nacktrevue",8979,10773
"variety",194610,10773
"heist",10051,146198
"betrayal",10085,146198
"dirty cop",11719,146198
"new york",242,2639
"writer's block",5914,2639
"insanity",6255,2639
"independent film",10183,2639
"author",10818,2639
"gay",237,10563
"dance",1691,10563
"architect",2301,10563
"artist",2679,10563
"tango",2683,10563
"business man",4480,10563
"spying",5265,10563
"partnership",6281,10563
"chief executive officer",6351,10563
"deception",9758,10563
"business partner",188843,10563
"affair",229299,10563
"london england",212,295964
"cook",1650,295964
"restaurant",1946,295964
"diva",2992,295964
"career",3658,295964
"kitchen",3914,295964
"redemption",11436,295964
"drug",14964,295964
"drug addict",18179,295964
"chef",18293,295964
"come back",223064,295964
"loss of son",697,11835
"repayment",1522,11835
"revenge",9748,11835
"murder",9826,11835
"gang",10726,11835
"police officer killed",11522,11835
"hospital",11612,11835
"extreme violence",14687,11835
"justice",15108,11835
"hoodlum",160488,11835
"semiautomatic pistol",160543,11835
"finger gun",172353,11835
"family relationships",10235,26171
"doctor",13005,26171
"retired",18115,26171
"visit",33364,26171
"widower",33476,26171
"duringcreditsstinger",179431,26171
"heart trouble",204267,26171
"baby",1009,31117
"baseball",1480,31117
"scientific study",2878,31117
"computer",6104,31117
"genius",6257,31117
"mind control",9678,31117
"good vs evil",10842,31117
"baby geniuses",234456,31117
"mistake in person",2281,9074
"false identity",3864,9074
"arms dealer",6163,9074
"cop",8015,9074
